Product,ProductType,IH,CH,NT,PrecioAComprar
"Alec Bradley Fine and Rare HOF/506 2019 6""1/4 * 54",Box of 10,,,219.0,125.0
"Alec Bradley Fine and Rare JRS-10 6""1/2 * 56",Box of 10,,,219.0,125.0
"Alec Bradley It's A Boy 6"" * 50",Box of 20,,,76.95,44.0
"Alec Bradley It's A Girl 6"" * 50",Box of 20,,,76.95,44.0
"Alec Bradley Magic Toast Chunk 4""1/2 * 60",Box of 24,,,209.95,119.0
"Alec Bradley Magic Toast Gordo 6"" * 60",Box of 24,,,231.95,132.0
"Alec Bradley Magic Toast Gordo 6"" * 60",Single,,,10.25,6.0
"Alec Bradley Magic Toast Gran Toro 6"" * 54",Box of 24,,,213.95,122.0
"Alec Bradley Magic Toast Gran Toro 6"" * 54",Single,,,9.4,6.0
"Alec Bradley Magic Toast Robusto 5"" * 52",Box of 24,,,198.95,113.0
"Alec Bradley Magic Toast Robusto 5"" * 52",Single,,,8.8,6.0
"Alec Bradley Magic Toast Toro 6"" * 52",Box of 24,,,213.95,122.0
"Alec Bradley Magic Toast Toro 6"" * 52",Single,,,9.45,6.0
"Alec Bradley MAXX Nano 4"" * 46",Box of 24,,,134.95,77.0
"Alec Bradley MAXX Nano 4"" * 46",Box of 20,,,103.95,59.0
"Alec Bradley MAXX The Fix 5"" * 58",Box of 24,,,167.95,96.0
"Alec Bradley MAXX The Fix 5"" * 58",Single,,,7.4,5.0
"Alec Bradley MAXX The Freak 6""3/8 * 60",Box of 24,,,193.95,110.0
"Alec Bradley MAXX The Freak 6""3/8 * 60",Single,,,8.5,5.0
"Alec Bradley Medalist Churchill 7"" * 50",Box of 24,,,147.95,84.0
"Alec Bradley Medalist Gordo 6"" * 60",Box of 24,,,147.95,84.0
"Alec Bradley Medalist Gordo 6"" * 60",Single,,,6.75,4.0
"Alec Bradley Medalist Robusto 5"" * 52",Box of 24,,,127.95,73.0
"Alec Bradley Medalist Robusto 5"" * 52",Single,,,5.85,4.0
"Alec Bradley Medalist Toro 6"" * 54",Box of 24,,,137.95,79.0
"Alec Bradley Medalist Toro 6"" * 54",Single,,,6.25,4.0
"Alec Bradley Mundial PL No. 4 4""1/4 * 48",Box of 10,,,81.95,47.0
"Alec Bradley Mundial PL No. 5 5"" * 52",Box of 10,,,85.95,49.0
"Alec Bradley Mundial PL No. 6 6"" * 54",Box of 10,,,105.95,61.0
"Alec Bradley Mundial PL No. 7 7"" * 52",Box of 10,,,124.95,71.0
"Alec Bradley Mundial PL No. 8 6""1/2 * 58",Box of 10,,,114.95,66.0
"Alec Bradley Nica Puro Bajito 4""1/4 * 52",Box of 20,,,130.95,75.0
"Alec Bradley Nica Puro Diamond Rough Cut 6"" 1/4 * 54",Box of 16,,,131.95,75.0
"Alec Bradley Nica Puro Gordo 6""1/4 * 60",Box of 20,,,177.95,101.0
"Alec Bradley Nica Puro Toro 6"" * 52",Box of 20,,,158.95,91.0
"Alec Bradley Nica Puro Torpedo 6""1/4 * 54",Box of 20,,,167.95,96.0
"Alec Bradley Nica Puro Rosado Gordo 6""1/4 * 60",Box of 20,,,177.95,101.0
"Alec Bradley Nica Puro Rosado Robusto 5"" * 50",Box of 20,,,147.95,84.0
"Alec Bradley Nica Puro Rosado Toro 6"" * 52",Box of 20,,,158.95,91.0
"Alec Bradley Nica Puro Rosado Torpedo 6""1/4 * 54",Box of 20,,,167.95,96.0
"Alec Bradley Occidental Reserve Churchill 7"" * 48",Bundle of 20,,,96.95,55.0
"Alec Bradley Occidental Reserve Robusto 4""7/8 * 50",Bundle of 20,,,88.95,51.0
"Alec Bradley Post Embargo Gordo 6"" * 60",Box of 20,,,193.95,110.0
"Alec Bradley Post Embargo Robusto 5"" * 52",Box of 20,,,168.95,96.0
"Alec Bradley Post Embargo Toro 6""1/4 * 54",Box of 20,,,178.95,102.0
"Alec Bradley Post Embargo Toro 6""1/4 * 54",Single,,,8.95,6.0
"Alec Bradley Prensado Churchill 7"" * 48",Box of 24,,,243.95,139.0
"Alec Bradley Prensado Churchill 7"" * 48",Single,,,11.35,7.0
"Alec Bradley Prensado Double T 6"" * 62",Box of 24,,,280.95,160.0
"Alec Bradley Prensado Double T 6"" * 62",Single,,,13.1,8.0
"Alec Bradley Prensado Gran Belicoso 5""1/2 * 56",Box of 10,,,112.5,64.0
"Alec Bradley Prensado Gran Toro 6"" * 54",Box of 24,,,275.95,157.0
"Alec Bradley Prensado Gran Toro 6"" * 54",Single,,,12.85,8.0
"Alec Bradley Prensado Robusto 5"" * 50",Box of 24,,,216.95,123.0
"Alec Bradley Prensado Robusto 5"" * 50",Single,,,10.1,6.0
"Alec Bradley Prensado Torpedo 6""1/8 * 52",Box of 24,,,275.95,157.0
"Alec Bradley Prensado Torpedo 6""1/8 * 52",Single,,,12.85,8.0
"Alec Bradley Prensado Lost Art Double T 6"" * 60",Box of 24,,,254.95,145.0
"Alec Bradley Prensado Lost Art Double T 6"" * 60",Single,,,11.9,7.0
"Alec Bradley Prensado Lost Art Gran Toro 6""1/4 * 52",Box of 24,,,219.95,125.0
"Alec Bradley Prensado Lost Art Gran Toro 6""1/4 * 52",Single,,,10.25,6.0
"Alec Bradley Prensado Lost Art Torpedo 6""1/8 * 52",Box of 24,,,243.95,139.0
"Alec Bradley Prensado Lost Art Torpedo 6""1/8 * 52",Single,,,11.35,7.0
"Alec Bradley Project 40 Churchill 7"" * 52",Box of 24,,,139.95,80.0
"Alec Bradley Project 40 Churchill 7"" * 52",Pack of 5,,,26.95,16.0
"Alec Bradley Project 40 Churchill 7"" * 52",Single,,,6.2,4.0
"Alec Bradley Project 40 Gordo 6"" * 60",Box of 24,,,139.95,80.0
"Alec Bradley Project 40 Gordo 6"" * 60",Single,,,6.2,4.0
"Alec Bradley Project 40 Robusto 5"" * 50",Box of 24,,,119.95,69.0
"Alec Bradley Project 40 Robusto 5"" * 50",Single,,,5.3,4.0
"Alec Bradley Project 40 Toro 6"" * 52",Box of 24,,,129.95,74.0
"Alec Bradley Project 40 Toro 6"" * 52",Single,,,5.7,4.0
"Alec Bradley Project 40 Maduro Gordo 6"" * 60",Box of 24,,,153.95,88.0
"Alec Bradley Project 40 Maduro Gordo 6"" * 60",Single,,,6.8,4.0
"Alec Bradley Project 40 Maduro Robusto 5"" * 50",Box of 24,,,133.95,76.0
"Alec Bradley Project 40 Maduro Robusto 5"" * 50",Single,,,5.9,4.0
"Alec Bradley Project 40 Maduro Toro 6"" * 52",Box of 24,,,147.95,84.0
"Alec Bradley Project 40 Maduro Toro 6"" * 52",Single,,,6.5,4.0
"Alec Bradley Tempus Natural Churchill 7"" * 49",Box of 24,,,215.95,123.0
"Alec Bradley Tempus Natural Churchill 7"" * 49",Single,,,9.5,6.0
"Alec Bradley Tempus Natural Figurado 6""3/4 * 54",Box of 24,,,251.95,143.0
"Alec Bradley Tempus Natural Figurado 6""3/4 * 54",Single,,,11.1,7.0
"Alec Bradley Tempus Natural Gordo 6"" * 60",Box of 24,,,248.95,142.0
"Alec Bradley Tempus Natural Toro 6"" * 52",Box of 24,,,205.95,117.0
"Alec Bradley Tempus Natural Toro 6"" * 52",Single,,,9.05,6.0
"Alec Bradley Tempus Natural Torpedo 6""1/8 * 52",Box of 24,,,232.95,133.0
"Alec Bradley Tempus Natural Torpedo 6""1/8 * 52",Box of 20,,,179.95,102.0
"Alec Bradley Tempus Nicaragua Gordo 6"" * 60",Box of 24,,,248.95,142.0
"Alec Bradley Tempus Nicaragua Gordo 6"" * 60",Single,,,10.95,7.0
"Alec Bradley Tempus Nicaragua Robusto 5"" * 50",Box of 24,,,188.95,108.0
"Alec Bradley Tempus Nicaragua Toro 6"" * 52",Box of 24,,,205.95,117.0
"Alec Bradley Tempus Nicaragua Toro 6"" * 52",Single,,,9.05,6.0
"Alec Bradley Tempus Nicaragua Torpedo 6""1/8 * 52",Box of 24,,,232.95,133.0
"Alec Bradley Texas Lancero 7"" * 70",Box of 50,,,456.95,259.0
"Alec Bradley Texas Lancero 7"" * 70",Box of 10,,,91.95,53.0
"Alec Bradley Texas Lancero 7"" * 70",Single,,,9.65,6.0
"Alec Bradley Trilogy Authentic Corojo 6"" * 52",Box of 10,,,134.95,77.0
"Alec Bradley Trilogy Authentic Corojo 6"" * 52",Single,,,14.25,9.0
"Alec Bradley Trilogy Exotic Maduro 6"" * 52",Box of 10,,,134.95,77.0
"Alec Bradley Trilogy Exotic Maduro 6"" * 52",Single,,,14.25,9.0
"Alec Bradley Trilogy Native Cameroon 6"" * 52",Box of 10,,,134.95,77.0
"Alec Bradley Trilogy Native Cameroon 6"" * 52",Single,,,14.25,9.0
"Ambrosia Clove Tiki's 4"" * 32",Box of 50,,,53.95,31.0
"Ambrosia Clove Tiki's 4"" * 32",Tin of 10,,,12.4,8.0
"Ambrosia Nectar 5"" * 42",Box of 24,,,143.95,82.0
"Ambrosia Nectar 5"" * 42",Single,,,6.6,4.0
"Ambrosia Spice 6"" * 54",Box of 24,,,179.95,102.0
"Ambrosia Spice 6"" * 54",Single,,,8.2,5.0
"American Stogies Connecticut Torpedo 6""1/4 * 54",Box of 25,,,162.95,93.0
"Archetype Axis Mundi Churchill 7"" * 48",Box of 20,,,233.95,133.0
"Archetype Axis Mundi Corona 5"" * 46",Box of 20,,,182.95,104.0
"Archetype Axis Mundi Robusto 5"" * 54",Box of 20,,,206.95,118.0
"Archetype Axis Mundi Toro 6"" * 52",Box of 20,,,223.95,127.0
"Archetype Dreamstate Robusto 5"" * 52",Box of 20,,,203.95,116.0
"Archetype Dreamstate Toro 6"" * 50",Box of 20,,,216.95,123.0
"Arturo Fuente Chateau Fuente King T 7"" * 49",Box of 24,,,235.94,134.0
"Arturo Fuente Chateau Fuente King T 7"" * 49",Single,,,11.3,7.0
"Arturo Fuente Chateau Fuente Pyramid 6"" * 52",Box of 25,,,185.96,106.0
"Arturo Fuente Chateau Fuente Pyramid 6"" * 52",Single,,,8.55,5.0
"Arturo Fuente Chateau Fuente Royal Salute 7""5/8 * 54",Box of 10,,,81.35,47.0
"Arturo Fuente Chateau Fuente Royal Salute 7""5/8 * 54",Single,,,9.35,6.0
"Arturo Fuente Natural 8-5-8 6"" * 47",Box of 25,,,150.08,86.0
"Arturo Fuente Natural 8-5-8 6"" * 47",Single,,,6.9,4.0
"Arturo Fuente Natural Brevas Royale 5""1/2 * 42",Box of 50,,,134.85,77.0
"Arturo Fuente Natural Brevas Royale 5""1/2 * 42",Single,,,3.1,2.0
"Arturo Fuente Natural Canones 8""1/2 * 52",Box of 20,,,156.6,89.0
"Arturo Fuente Natural Canones 8""1/2 * 52",Single,,,9.0,6.0
"Arturo Fuente Natural Chateau Fuente 4""1/2 * 50",Box of 20,,,117.45,67.0
"Arturo Fuente Natural Chateau Fuente 4""1/2 * 50",Single,,,6.75,4.0
"Arturo Fuente Natural Churchill 7""1/4 * 48",Box of 25,,,157.69,90.0
"Arturo Fuente Natural Churchill 7""1/4 * 48",Single,,,7.25,5.0
"Arturo Fuente Natural Cuban Corona 5""1/4 * 45",Box of 25,,,130.5,74.0
"Arturo Fuente Natural Cuban Corona 5""1/4 * 45",Single,,,6.0,4.0
"Arturo Fuente Natural Cubanitos 4""1/2 * 32",Box of 100,,,195.75,111.0
"Arturo Fuente Natural Cubanitos 4""1/2 * 32",Tin of 10,,,22.5,13.0
"Arturo Fuente Natural Curly Head 6""1/2 * 43",Box of 40,,,111.36,64.0
"Arturo Fuente Natural Curly Head 6""1/2 * 43",Single,,,3.2,2.0
"Arturo Fuente Natural Curly Head Deluxe 6""1/2 * 43",Box of 25,,,79.39,46.0
"Arturo Fuente Natural Curly Head Deluxe 6""1/2 * 43",Single,,,3.65,3.0
"Arturo Fuente Natural Double Chateau Fuente 6""3/4 * 50",Box of 20,,,139.2,79.0
"Arturo Fuente Natural Double Chateau Fuente 6""3/4 * 50",Single,,,8.0,5.0
"Arturo Fuente Natural Exquisitos 4""1/2 * 33",Box of 50,,,121.8,70.0
"Arturo Fuente Natural Exquisitos 4""1/2 * 33",Single,,,2.8,2.0
"Arturo Fuente Natural Petit Corona 5"" * 38",Box of 25,,,118.54,68.0
"Arturo Fuente Natural Petit Corona 5"" * 38",Single,,,5.45,4.0
"Arturo Fuente Natural Rothschild 4""1/2 * 50",Box of 25,,,130.5,74.0
"Arturo Fuente Natural Rothschild 4""1/2 * 50",Single,,,6.0,4.0
"Arturo Fuente Natural Seleccion Privada No. 1 6""3/4 * 44",Box of 25,,,141.38,81.0
"Arturo Fuente Natural Seleccion Privada No. 1 6""3/4 * 44",Single,,,6.5,4.0
"Arturo Fuente Anejo Reserva No. 46 5""5/8 * 46",Box of 25,,,288.28,164.0
"Arturo Fuente Anejo Reserva No. 46 5""5/8 * 46",Single,,,11.54,7.0
"Arturo Fuente Anejo Reserva No. 48 7"" * 48",Box of 25,,,338.9,193.0
"Arturo Fuente Anejo Reserva No. 48 7"" * 48",Single,,,13.56,8.0
"Arturo Fuente Anejo Reserva No. 49 7""5/8 * 49",Box of 25,,,362.82,206.0
"Arturo Fuente Anejo Reserva No. 49 7""5/8 * 49",Single,,,14.52,9.0
"Arturo Fuente Anejo Reserva No. 50 5""1/4 * 50",Box of 25,,,309.38,176.0
"Arturo Fuente Anejo Reserva No. 50 5""1/4 * 50",Single,,,12.38,8.0
"Arturo Fuente Anejo Reserva No. 55 6"" * 55",Box of 25,,,369.84,210.0
"Arturo Fuente Anejo Reserva No. 55 6"" * 55",Single,,,14.8,9.0
"Arturo Fuente Anejo Reserva No. 60 6""1/4 * 48",Box of 25,,,347.34,197.0
"Arturo Fuente Anejo Reserva No. 60 6""1/4 * 48",Single,,,13.9,8.0
"Arturo Fuente Anejo Reserva No. 888 6""5/8 * 44",Box of 24,,,309.16,176.0
"Arturo Fuente Anejo Reserva No. 888 6""5/8 * 44",Single,,,12.88,8.0
"Arturo Fuente Anejo Shark No. 77 5""7/8 * 64",Box of 20,,,423.57,241.0
"Arturo Fuente Anejo Shark No. 77 5""7/8 * 64",Single,,,21.18,13.0
"Arturo Fuente Candela 8-5-8 6""1/4 * 47",Box of 25,,,141.38,81.0
"Arturo Fuente Candela 8-5-8 6""1/4 * 47",Single,,,6.5,4.0
"Arturo Fuente Candela Churchill 7""1/4 * 48",Box of 25,,,157.69,90.0
"Arturo Fuente Candela Curly Head 6""1/2 * 43",Box of 40,,,111.36,64.0
"Arturo Fuente Candela Curly Head 6""1/2 * 43",Single,,,3.2,2.0
"Arturo Fuente Candela Seleccion Privada No. 1 6""3/4 * 44",Box of 25,,,141.38,81.0
"Arturo Fuente Casa Fuente 806 Natural 5""1/4 * 52",Box of 25,,,649.26,368.0
"Arturo Fuente Casa Fuente 806 Natural 5""1/4 * 52",Single,,,25.98,15.0
"Arturo Fuente Casa Fuente 807 Natural 5""3/4 * 52",Box of 25,,,713.19,405.0
"Arturo Fuente Casa Fuente 807 Natural 5""3/4 * 52",Single,,,28.53,17.0
"Arturo Fuente Casa Fuente 808 Natural 6"" * 52",Box of 25,,,747.27,424.0
"Arturo Fuente Casa Fuente 808 Natural 6"" * 52",Single,,,29.88,17.0
"Arturo Fuente Casa Fuente Belicoso Fino 5""5/8 * 52",Box of 25,,,684.21,388.0
"Arturo Fuente Casa Fuente Belicoso Fino 5""5/8 * 52",Single,,,27.36,16.0
"Arturo Fuente Casa Fuente Churchill 7""1/4 * 48",Box of 25,,,726.48,412.0
"Arturo Fuente Casa Fuente Churchill 7""1/4 * 48",Single,,,29.07,17.0
"Arturo Fuente Casa Fuente Corona Gorda 5""5/8 * 46",Box of 25,,,562.56,319.0
"Arturo Fuente Casa Fuente Corona Gorda 5""5/8 * 46",Single,,,22.5,13.0
"Arturo Fuente Casa Fuente Double Corona 7""5/8 * 49",Box of 25,,,823.92,467.0
"Arturo Fuente Casa Fuente Double Corona 7""5/8 * 49",Single,,,32.97,19.0
"Arturo Fuente Casa Fuente Double Robusto 5""3/4 * 52",Box of 42,,,1198.14,679.0
"Arturo Fuente Casa Fuente Double Robusto 5""3/4 * 52",Single,,,28.53,17.0
"Arturo Fuente Casa Fuente Pyramids 6"" * 52",Box of 25,,,750.84,426.0
"Arturo Fuente Casa Fuente Pyramids 6"" * 52",Single,,,30.03,18.0
"Arturo Fuente Casa Fuente Robusto 5""1/4 * 50",Box of 25,,,631.23,358.0
"Arturo Fuente Casa Fuente Robusto 5""1/4 * 50",Single,,,25.26,15.0
"Don Arturo Destino al Siglo de Amistad 5"" * 50",Box of 13,,,355.38,202.0
"Don Arturo Destino al Siglo de Amistad 5"" * 50",Single,,,27.33,16.0
"Don Arturo Destino al Siglo de Amor 5""1/4 * 52",Box of 13,,,374.04,212.0
"Don Arturo Destino al Siglo de Amor 5""1/4 * 52",Single,,,28.77,17.0
"Don Arturo Destino al Siglo de Familia 6""1/8 * 47",Box of 13,,,379.53,216.0
"Don Arturo Destino al Siglo de Familia 6""1/8 * 47",Single,,,29.19,17.0
"Don Arturo Destino al Siglo de Pasion 6""3/4 * 50",Box of 13,,,405.84,230.0
"Don Arturo Destino al Siglo de Pasion 6""3/4 * 50",Single,,,31.23,18.0
"Arturo Fuente Don Carlos Belicoso 5""3/8 * 52",Box of 25,,,253.94,144.0
"Arturo Fuente Don Carlos Belicoso 5""3/8 * 52",Single,,,11.95,7.0
"Arturo Fuente Don Carlos Eye of the Shark 5""3/4 * 52",Box of 20,,,474.18,269.0
"Arturo Fuente Don Carlos Eye of the Shark 5""3/4 * 52",Single,,,23.7,14.0
"Arturo Fuente Don Carlos No. 2 6"" * 55",Box of 25,,,301.75,172.0
"Arturo Fuente Don Carlos No. 2 6"" * 55",Single,,,14.2,9.0
"Arturo Fuente Don Carlos No. 3 5""1/2 * 44",Box of 25,,,211.44,120.0
"Arturo Fuente Don Carlos No. 3 5""1/2 * 44",Single,,,9.95,6.0
"Arturo Fuente Don Carlos Personal Reserve 5"" * 50",Box of 20,,,511.32,290.0
"Arturo Fuente Don Carlos Personal Reserve 5"" * 50",Single,,,25.56,15.0
"Arturo Fuente Don Carlos Presidente 6""1/2 * 50",Box of 25,,,267.92,152.0
"Arturo Fuente Don Carlos Presidente 6""1/2 * 50",Single,,,12.5,8.0
"Arturo Fuente Don Carlos Robusto 5"" * 50",Box of 25,,,229.5,131.0
"Arturo Fuente Don Carlos Robusto 5"" * 50",Single,,,10.8,7.0
"Arturo Fuente Don Carlos The Man Robusto 5""1/4 * 50",Box of 20,,,523.14,297.0
"Arturo Fuente Don Carlos The Man Robusto 5""1/4 * 50",Single,,,26.16,15.0
"Arturo Fuente Especiales Conquistador 5""1/2 * 56",Box of 30,,,142.25,81.0
"Arturo Fuente Especiales Emperador 7"" * 52",Box of 30,,,137.03,78.0
"Arturo Fuente Especiales Emperador 7"" * 52",Single,,,5.25,4.0
"Arturo Fuente Opus X Angels Share Fuente Fuente 5""5/8 * 46",Box of 32,,,769.5,437.0
"Arturo Fuente Opus X Angels Share Fuente Fuente 5""5/8 * 46",Single,,,24.06,14.0
"Arturo Fuente Opus X Angels Share Perfecxion X 6""1/4 * 48",Box of 32,,,936.9,531.0
"Arturo Fuente Opus X Angels Share Perfecxion X 6""1/4 * 48",Single,,,29.28,17.0
"Arturo Fuente Opus X Angels Share Reserva D Chateau 7"" * 48",Box of 32,,,1007.1,571.0
"Arturo Fuente Opus X Angels Share Reserva D Chateau 7"" * 48",Single,,,31.47,18.0
"Arturo Fuente Opus X Angels Share Robusto 5""1/4 * 50",Box of 29,,,778.11,441.0
"Arturo Fuente Opus X Angels Share Robusto 5""1/4 * 50",Single,,,26.82,16.0
"Arturo Fuente Opus X Belicoso XXX 4""5/8 * 49",Box of 42,,,921.39,523.0
"Arturo Fuente Opus X Belicoso XXX 4""5/8 * 49",Single,,,21.93,13.0
"Arturo Fuente Opus X Destino Lancero 7""1/2 * 41",Single,,,33.75,20.0
"Arturo Fuente Opus X Destino Super Belicoso 5""1/2 * 52",Single,,,24.47,14.0
"Arturo Fuente Opus X Double Corona 7""5/8 * 49",Box of 32,,,1088.1,617.0
"Arturo Fuente Opus X Double Corona 7""5/8 * 49",Single,,,33.99,20.0
"Arturo Fuente Opus X Double Robusto 5""3/4 * 52",Box of 42,,,1236.78,701.0
"Arturo Fuente Opus X Double Robusto 5""3/4 * 52",Single,,,29.46,17.0
"Arturo Fuente Opus X Forbidden X Deseos d'Amor 5""1/4 * 50",Box of 20,,,767.82,436.0
"Arturo Fuente Opus X Forbidden X Deseos d'Amor 5""1/4 * 50",Single,,,38.4,22.0
"Arturo Fuente Opus X Forbidden X El Beso Prohibido 5""3/4 * 52",Box of 20,,,799.89,454.0
"Arturo Fuente Opus X Forbidden X El Beso Prohibido 5""3/4 * 52",Single,,,39.99,23.0
"Arturo Fuente Opus X Forbidden X Heart of the Bull 1957 5""1/4 * 50",Single,,,32.04,19.0
"Arturo Fuente Opus X Forbidden X Keeper of the Flame 2013 6""1/4 * 49",Box of 13,,,428.04,243.0
"Arturo Fuente Opus X Forbidden X Keeper of the Flame 2013 6""1/4 * 49",Single,,,32.94,19.0
"Arturo Fuente Opus X Forbidden X Pasion d'Amor 6""1/8 * 48",Box of 20,,,835.32,474.0
"Arturo Fuente Opus X Forbidden X Pasion d'Amor 6""1/8 * 48",Single,,,41.76,24.0
"Arturo Fuente Opus X Fuente Fuente 5""5/8 * 46",Box of 32,,,742.5,421.0
"Arturo Fuente Opus X Fuente Fuente 5""5/8 * 46",Single,,,23.19,14.0
"Arturo Fuente Opus X Love Affair 4""1/2 * 52",Box of 18,,,413.1,235.0
"Arturo Fuente Opus X Love Affair 4""1/2 * 52",Single,,,22.95,14.0
"Arturo Fuente Opus X Magnum ""O"" 36 4""3/4 * 56",Box of 36,,,1026.69,582.0
"Arturo Fuente Opus X Magnum ""O"" 36 4""3/4 * 56",Single,,,28.53,17.0
"Arturo Fuente Opus X OXO Oro Oscuro 5""1/4 * 52",Box of 15,,,434.1,246.0
"Arturo Fuente Opus X OXO Oro Oscuro 5""1/4 * 52",Single,,,28.95,17.0
"Arturo Fuente Opus X OXO Oro Oscuro Belicoso XXX 5""5/8 * 49",Box of 42,,,1017.06,577.0
"Arturo Fuente Opus X OXO Oro Oscuro Belicoso XXX 5""5/8 * 49",Single,,,24.21,14.0
"Arturo Fuente Opus X OXO Oro Oscuro Double Robusto 5""3/4 * 52",Box of 42,,,1360.8,772.0
"Arturo Fuente Opus X OXO Oro Oscuro Double Robusto 5""3/4 * 52",Single,,,32.4,19.0
"Arturo Fuente Opus X OXO Oro Oscuro Fuente Fuente 5""5/8 * 46",Box of 32,,,807.3,458.0
"Arturo Fuente Opus X OXO Oro Oscuro Fuente Fuente 5""5/8 * 46",Single,,,25.23,15.0
"Arturo Fuente Opus X OXO Oro Oscuro Perfecxion #4 5""1/8 * 43",Box of 42,,,1002.87,569.0
"Arturo Fuente Opus X OXO Oro Oscuro Perfecxion #4 5""1/8 * 43",Single,,,23.88,14.0
"Arturo Fuente Opus X OXO Oro Oscuro Perfecxion X 6""1/4 * 49",Box of 32,,,985.5,559.0
"Arturo Fuente Opus X OXO Oro Oscuro Perfecxion X 6""1/4 * 49",Single,,,30.81,18.0
"Arturo Fuente Opus X OXO Oro Oscuro Reserva d'Chateau 7"" * 48",Box of 32,,,1058.4,600.0
"Arturo Fuente Opus X OXO Oro Oscuro Reserva d'Chateau 7"" * 48",Single,,,33.09,19.0
"Arturo Fuente Opus X OXO Oro Oscuro Robusto 5""1/4 * 50",Box of 29,,,817.26,464.0
"Arturo Fuente Opus X OXO Oro Oscuro Robusto 5""1/4 * 50",Single,,,28.17,17.0
Arturo Fuente Opus X OXO Oro Oscuro Sampler,Box of 15,,,434.1,246.0
"Arturo Fuente Opus X OXO Oro Oscuro Super Belicoso 5""1/2 * 52",Box of 29,,,893.1,507.0
"Arturo Fuente Opus X OXO Oro Oscuro Super Belicoso 5""1/2 * 52",Single,,,30.81,18.0
"Arturo Fuente Opus X Perfecxion #2 6""3/8 * 52",Box of 29,,,897.99,509.0
"Arturo Fuente Opus X Perfecxion #2 6""3/8 * 52",Single,,,30.96,18.0
"Arturo Fuente Opus X Perfecxion #4 5""1/8 * 43",Box of 42,,,910.74,517.0
"Arturo Fuente Opus X Perfecxion #4 5""1/8 * 43",Single,,,21.69,13.0
"Arturo Fuente Opus X Perfecxion #5 4""7/8 * 40",Box of 42,,,839.88,476.0
"Arturo Fuente Opus X Perfecxion #5 4""7/8 * 40",Single,,,20.01,12.0
"Arturo Fuente Opus X Perfecxion 888 6""7/8 * 44",Box of 24,,,633.84,360.0
"Arturo Fuente Opus X Perfecxion 888 6""7/8 * 44",Single,,,26.4,16.0
"Arturo Fuente Opus X Perfecxion A 9""1/4 * 47",Box of 20,,,1058.07,600.0
"Arturo Fuente Opus X Perfecxion A 9""1/4 * 47",Single,,,52.89,31.0
"Arturo Fuente Opus X Perfecxion No. 77 Shark 5""1/2 * 52",Box of 36,,,1114.77,632.0
"Arturo Fuente Opus X Perfecxion No. 77 Shark 5""1/2 * 52",Single,,,30.96,18.0
"Arturo Fuente Opus X Perfecxion X 6""1/4 * 48",Box of 32,,,896.4,508.0
"Arturo Fuente Opus X Perfecxion X 6""1/4 * 48",Single,,,28.02,16.0
"Arturo Fuente Opus X Petit Lancero 6""1/4 * 39",Box of 32,,,764.1,433.0
"Arturo Fuente Opus X Petit Lancero 6""1/4 * 39",Single,,,23.88,14.0
"Arturo Fuente Opus X Pussy Cats 4""1/4 * 42",Box of 39,,,691.02,392.0
"Arturo Fuente Opus X Pussy Cats 4""1/4 * 42",Single,,,17.71,11.0
"Arturo Fuente Opus X Reserva d'Chateau 7"" * 48",Box of 32,,,958.5,544.0
"Arturo Fuente Opus X Reserva d'Chateau 7"" * 48",Single,,,29.94,18.0
"Arturo Fuente Opus X Robusto 5""1/4 * 50",Box of 29,,,756.09,429.0
"Arturo Fuente Opus X Robusto 5""1/4 * 50",Single,,,26.07,15.0
"Arturo Fuente Opus X Shark 5""5/8 * 54",Box of 20,,,1000.0,567.0
"Arturo Fuente Opus X Shark 5""5/8 * 54",Single,,,50.0,29.0
"Arturo Fuente Opus X Super Belicoso 5""1/2 * 52",Box of 29,,,809.91,459.0
"Arturo Fuente Opus X Super Belicoso 5""1/2 * 52",Single,,,27.93,16.0
"Arturo Fuente Fuente Opus X 20th Anniversary Believe 5""3/4 *52",Box of 20,,,707.07,401.0
"Arturo Fuente Fuente Opus X 20th Anniversary Believe 5""3/4 *52",Single,,,35.34,21.0
"Arturo Fuente Fuente Opus X 20th Anniversary Father and Son 6""1/4 * 49",Box of 20,,,737.43,418.0
"Arturo Fuente Fuente Opus X 20th Anniversary Father and Son 6""1/4 * 49",Single,,,36.87,21.0
"Arturo Fuente Fuente Opus X 20th Anniversary God's Whisper 6""1/2 * 56",Box of 20,,,798.18,453.0
"Arturo Fuente Fuente Opus X 20th Anniversary God's Whisper 6""1/2 * 56",Single,,,39.9,23.0
"Arturo Fuente Fuente Opus X 20th Anniversary Power Of The Dream 6""3/8 * 52",Box of 20,,,769.5,437.0
"Arturo Fuente Fuente Opus X 20th Anniversary Power Of The Dream 6""3/8 * 52",Single,,,38.49,22.0
"Arturo Fuente Opus X Forbidden X TAA 2018 Forbidden Destiny 1980 5""3/4 * 52",Box of 13,,,444.6,252.0
"Arturo Fuente Opus X Forbidden X TAA 2018 Gods Whisper 1924 7"" * 48",Box of 13,,,450.45,256.0
"Arturo Fuente Opus X Forbidden X TAA 2018 Heart of the Bull 1957 5""1/4 * 50",Box of 13,,,384.15,218.0
"Arturo Fuente Opus X Forbidden X TAA 2018 Keeper of the Flame 6""1/4 * 49",Box of 13,,,395.85,225.0
"Arturo Fuente Opus X Forbidden X TAA 2018 Nacimiento 1912 5""1/8 * 43",Box of 13,,,344.19,196.0
